Date;Hour;Weather;Temp °c;Feels Like °c;Wind km/h;Gust km/h;Cloud %;Humidity %;Precip mm;Pressure mb
12/05/2018;21:00;Clear;10;10;9 ENE;16;0.03;0.78;0.0;1015
13/05/2018;0:00;Clear;9;11;5 E;8;0.04;0.8;0.0;1014
13/05/2018;3:00;Clear;8;12;5 E;6;0;0.8;0.0;1014
13/05/2018;6:00;Sunny;14;18;4 ENE;5;0;0.59;0.0;1014
13/05/2018;9:00;Sunny;16;19;8 NE;10;0;0.47;0.0;1013
13/05/2018;12:00;Sunny;18;21;7 NNW;8;0;0.44;0.0;1012
13/05/2018;15:00;Sunny;18;20;8 N;10;0;0.51;0.0;1012
13/05/2018;18:00;Clear;13;16;5 ENE;7;0;0.69;0.0;1012
13/05/2018;21:00;Clear;12;14;5 SE;8;0;0.74;0.0;1014
14/05/2018;0:00;Clear;10;15;5 SSE;5;0;0.77;0.0;1013
14/05/2018;3:00;Clear;10;14;6 SSE;8;0;0.77;0.0;1014
14/05/2018;6:00;Sunny;16;20;5 S;6;0.02;0.61;0.0;1014
14/05/2018;9:00;Sunny;20;22;4 WSW;5;0.05;0.44;0.0;1015
14/05/2018;12:00;Sunny;21;22;6 NW;7;0.1;0.43;0.0;1015
14/05/2018;15:00;Sunny;21;22;3 N;4;0.06;0.49;0.0;1016
14/05/2018;18:00;Clear;16;17;8 E;17;0.06;0.58;0.0;1016
14/05/2018;21:00;Clear;15;16;8 SE;17;0.08;0.65;0.0;1017
15/05/2018;0:00;Clear;15;16;7 SE;14;0.1;0.66;0.0;1017
15/05/2018;3:00;Clear;15;16;8 SSE;16;0.07;0.67;0.0;1018
15/05/2018;6:00;Sunny;20;21;7 S;8;0.03;0.6;0.0;1017
15/05/2018;9:00;Sunny;24;26;4 SSW;4;0.06;0.5;0.0;1017
15/05/2018;12:00;Sunny;25;26;5 NW;6;0.07;0.47;0.0;1017
15/05/2018;15:00;Sunny;24;27;3 N;3;0.05;0.51;0.0;1017
15/05/2018;18:00;Clear;20;21;8 E;16;0.07;0.6;0.0;1016
15/05/2018;21:00;Clear;19;19;9 SE;19;0.06;0.67;0.0;1017
16/05/2018;0:00;Clear;17;19;6 SSE;14;0.07;0.69;0.0;1016
16/05/2018;3:00;Clear;17;18;10 SSE;22;0.08;0.67;0.0;1017
16/05/2018;6:00;Sunny;23;25;11 SSE;16;0.07;0.58;0.0;1016
16/05/2018;9:00;Sunny;27;27;12 SW;15;0.09;0.41;0.0;1016
16/05/2018;12:00;Sunny;27;27;16 W;23;0.24;0.44;0.0;1015
16/05/2018;15:00;Thunderyoutbreakspossible;25;26;8 W;13;0.47;0.52;0.0;1016
16/05/2018;18:00;Partlycloudy;21;22;5 ESE;10;0.26;0.56;0.0;1016
16/05/2018;21:00;Partlycloudy;20;20;7 SSE;15;0.47;0.59;0.0;1017
17/05/2018;0:00;Partlycloudy;19;20;8 SSE;16;0.36;0.59;0.0;1016
17/05/2018;3:00;Clear;18;19;9 SSE;18;0.14;0.6;0.0;1016
17/05/2018;6:00;Sunny;23;25;9 S;12;0.11;0.55;0.0;1015
17/05/2018;9:00;Sunny;27;27;14 WSW;18;0.2;0.41;0.0;1016
17/05/2018;12:00;Partlycloudy;25;26;9 WNW;13;0.4;0.5;0.0;1015
17/05/2018;15:00;Partlycloudy;24;26;3 S;5;0.39;0.53;0.0;1015
17/05/2018;18:00;Clear;21;21;5 SSE;11;0.12;0.61;0.0;1015
17/05/2018;21:00;Clear;20;20;3 S;7;0.13;0.63;0.0;1016
18/05/2018;0:00;Partlycloudy;19;20;5 SW;11;0.5;0.59;0.0;1016
18/05/2018;3:00;Clear;19;20;5 SSE;11;0.23;0.6;0.0;1016
18/05/2018;6:00;Partlycloudy;22;23;4 ESE;6;0.31;0.57;0.0;1016
18/05/2018;9:00;Sunny;26;27;2 WSW;2;0.23;0.46;0.0;1016
18/05/2018;12:00;Sunny;26;27;8 WNW;11;0.16;0.43;0.0;1015
18/05/2018;15:00;Sunny;24;26;3 WNW;5;0.11;0.55;0.0;1015
18/05/2018;18:00;Clear;20;21;3 SE;6;0.07;0.64;0.0;1014
18/05/2018;21:00;Clear;19;20;7 SE;15;0.14;0.68;0.0;1015
19/05/2018;0:00;Clear;18;19;6 SSE;13;0.19;0.7;0.0;1013
19/05/2018;3:00;Patchyrainpossible;18;19;6 S;12;0.19;0.71;0.3;1014
19/05/2018;6:00;Sunny;22;22;9 WNW;12;0.1;0.62;0.0;1014
19/05/2018;9:00;Sunny;23;26;6 NNE;7;0.12;0.56;0.0;1014
19/05/2018;12:00;Sunny;26;28;5 NE;6;0.1;0.52;0.0;1012
19/05/2018;15:00;Sunny;25;27;8 NNE;12;0.17;0.57;0.0;1012
19/05/2018;18:00;Clear;20;20;13 NE;24;0.15;0.73;0.0;1012
19/05/2018;21:00;Clear;18;19;9 ENE;18;0.14;0.76;0.0;1013
20/05/2018;0:00;Clear;17;18;8 NNE;16;0.23;0.77;0.0;1013
20/05/2018;3:00;Patchylightrainwiththunder;16;16;10 NNE;18;0.2;0.88;1.7;1014
20/05/2018;6:00;Thunderyoutbreakspossible;18;19;10 NE;12;0.33;0.81;0.0;1015
20/05/2018;9:00;Sunny;21;22;12 NNE;14;0.19;0.69;0.1;1015
20/05/2018;12:00;Thunderyoutbreakspossible;23;25;15 N;17;0.33;0.65;0.0;1015
20/05/2018;15:00;Sunny;20;20;17 NNE;22;0.17;0.73;0.0;1015
20/05/2018;18:00;Clear;16;17;8 NE;13;0.06;0.89;0.0;1016
20/05/2018;21:00;Clear;15;16;10 NE;18;0.21;0.92;0.0;1017
21/05/2018;0:00;Partlycloudy;15;15;8 ENE;14;0.27;0.94;0.0;1016
21/05/2018;3:00;Partlycloudy;14;14;10 ENE;18;0.29;0.94;0.0;1017
21/05/2018;6:00;Partlycloudy;18;18;14 ENE;17;0.41;0.79;0.0;1017
21/05/2018;9:00;Sunny;21;21;16 NE;18;0.25;0.66;0.0;1017
21/05/2018;12:00;Sunny;22;22;15 NE;17;0.25;0.62;0.0;1016
21/05/2018;15:00;Sunny;21;21;21 NE;26;0.06;0.68;0.0;1015
21/05/2018;18:00;Clear;16;16;17 ENE;28;0.08;0.86;0.0;1016
21/05/2018;21:00;Partlycloudy;15;15;15 ENE;26;0.3;0.91;0.0;1016
22/05/2018;0:00;Partlycloudy;15;15;8 ENE;13;0.54;0.93;0.0;1015
22/05/2018;3:00;Mist;15;14;11 ENE;18;0.72;0.94;0.1;1015
22/05/2018;6:00;Cloudy;17;18;11 NE;13;0.79;0.85;0.0;1016
22/05/2018;9:00;Partlycloudy;20;21;12 NNE;14;0.54;0.75;0.1;1016
22/05/2018;12:00;Partlycloudy;21;21;12 N;13;0.53;0.72;0.0;1017
22/05/2018;15:00;Partlycloudy;20;21;14 NNE;17;0.34;0.76;0.0;1017
22/05/2018;18:00;Cloudy;18;18;8 NNE;13;0.64;0.88;0.0;1018
22/05/2018;21:00;Partlycloudy;16;16;8 NNE;13;0.47;0.94;0.0;1019
23/05/2018;0:00;Overcast;16;17;3 NNE;5;0.92;0.93;0.0;1019
23/05/2018;3:00;Cloudy;17;17;7 NE;11;0.86;0.92;0.1;1019
23/05/2018;6:00;Cloudy;18;19;5 NE;6;0.86;0.8;0.0;1019
23/05/2018;9:00;Partlycloudy;21;22;9 NNE;10;0.39;0.69;0.0;1018
23/05/2018;12:00;Sunny;23;25;8 N;10;0.21;0.65;0.0;1018
23/05/2018;15:00;Sunny;22;25;13 NNE;15;0.05;0.69;0.0;1017
23/05/2018;18:00;Clear;18;18;9 NE;16;0.16;0.9;0.0;1016
23/05/2018;21:00;Clear;17;17;7 E;12;0.16;0.93;0.0;1016
24/05/2018;0:00;Overcast;16;17;3 NNE;5;0.92;0.93;0.0;1019
24/05/2018;3:00;Cloudy;17;17;7 NE;11;0.86;0.92;0.1;1019
24/05/2018;6:00;Cloudy;18;19;5 NE;6;0.86;0.8;0.0;1019
24/05/2018;9:00;Partlycloudy;21;22;9 NNE;10;0.39;0.69;0.0;1018
24/05/2018;12:00;Sunny;23;25;8 N;10;0.21;0.65;0.0;1018
24/05/2018;15:00;Sunny;22;25;13 NNE;15;0.05;0.69;0.0;1017
24/05/2018;18:00;Clear;18;18;9 NE;16;0.16;0.9;0.0;1016
24/05/2018;21:00;Clear;17;17;7 E;12;0.16;0.93;0.0;1016
25/05/2018;0:00;Overcast;17;17;5 NE;9;1;0.86;0.0;1010
25/05/2018;3:00;Patchylightrain;16;17;1 NNE;2;0.6;0.92;1.7;1010
25/05/2018;6:00;Cloudy;18;18;3 E;4;0.87;0.87;0.0;1010
25/05/2018;9:00;Lightrainshower;20;20;14 NE;16;0.71;0.77;0.4;1010
25/05/2018;12:00;Thunderyoutbreakspossible;22;25;17 NE;20;0.47;0.71;0.0;1010
25/05/2018;15:00;Thunderyoutbreakspossible;21;21;20 NE;26;0.32;0.75;0.1;1010
25/05/2018;18:00;Cloudy;18;18;12 NNE;20;0.71;0.89;0.0;1011
25/05/2018;21:00;Partlycloudy;18;18;12 NE;17;0.58;0.91;0.1;1012
26/05/2018;0:00;Partlycloudy;17;17;3 NNW;5;0.38;0.92;0.0;1012
26/05/2018;3:00;Mist;16;17;5 NNE;9;0.36;0.95;0.0;1012
26/05/2018;6:00;Partlycloudy;19;20;8 NNE;10;0.51;0.8;0.0;1012
26/05/2018;9:00;Sunny;22;22;15 NE;19;0.24;0.69;0.1;1013
26/05/2018;12:00;Partlycloudy;23;25;17 NNE;21;0.52;0.64;0.0;1013
26/05/2018;15:00;Patchyrainpossible;21;21;21 NE;31;0.36;0.71;1.7;1014
26/05/2018;18:00;Partlycloudy;18;18;12 NNE;20;0.5;0.88;0.0;1014
26/05/2018;21:00;Partlycloudy;17;17;10 NNE;16;0.6;0.92;0.0;1015
27/05/2018;0:00;Cloudy;17;18;6 N;10;0.69;0.93;0.0;1014
27/05/2018;3:00;Lightrainshower;17;18;3 NNW;4;0.56;0.94;0.8;1015
27/05/2018;6:00;Partlycloudy;20;21;4 N;5;0.3;0.82;0.0;1014
27/05/2018;9:00;Lightrainshower;22;25;14 NNE;19;0.53;0.72;1.1;1014
27/05/2018;12:00;Cloudy;22;22;18 NNE;21;0.68;0.76;0.0;1015
27/05/2018;15:00;Lightrainshower;20;21;19 NNE;29;0.77;0.82;1.8;1015
27/05/2018;18:00;Cloudy;18;18;15 NNE;22;0.7;0.88;0.0;1017
27/05/2018;21:00;Partlycloudy;17;17;12 NNE;18;0.56;0.88;0.0;1017
28/05/2018;0:00;Cloudy;16;16;9 NNE;14;0.63;0.91;0.0;1017
28/05/2018;3:00;Cloudy;16;16;8 NNE;12;0.75;0.93;0.0;1017
28/05/2018;6:00;Overcast;18;18;9 NNE;11;0.95;0.81;0.0;1017
28/05/2018;9:00;Cloudy;20;20;13 NNE;15;0.84;0.74;0.1;1017
28/05/2018;12:00;Cloudy;20;20;10 NNE;12;0.79;0.75;0.0;1017
28/05/2018;15:00;Partlycloudy;19;19;14 NNE;19;0.56;0.79;0.0;1017
28/05/2018;18:00;Partlycloudy;17;18;10 NNE;15;0.5;0.84;0.0;1017
28/05/2018;21:00;Partlycloudy;17;17;9 NE;14;0.44;0.88;0.0;1017
29/05/2018;0:00;Partlycloudy;15;16;4 NE;6;0.59;0.92;0.0;1016
29/05/2018;3:00;Cloudy;16;16;5 NE;7;0.71;0.92;0.1;1015
29/05/2018;6:00;Cloudy;18;18;5 ENE;6;0.86;0.85;0.0;1015
29/05/2018;9:00;Cloudy;21;21;11 NNE;13;0.66;0.72;0.1;1015
29/05/2018;12:00;Cloudy;21;21;13 NNE;15;0.75;0.74;0.0;1014
29/05/2018;15:00;Lightrainshower;19;20;21 NE;28;0.76;0.8;1.2;1014
29/05/2018;18:00;Cloudy;17;17;13 NNE;20;0.74;0.9;0.0;1014
29/05/2018;21:00;Partlycloudy;17;17;12 NE;19;0.51;0.9;0.0;1015
30/05/2018;0:00;Mist;16;16;3 N;5;0.7;0.95;0.0;1014
30/05/2018;3:00;Mist;16;16;9 NE;15;0.77;0.95;0.0;1014
30/05/2018;6:00;Cloudy;19;19;11 NE;13;0.81;0.81;0.0;1014
30/05/2018;9:00;Partlycloudy;21;21;17 NE;20;0.33;0.7;0.1;1014
30/05/2018;12:00;Sunny;22;25;23 NE;27;0.1;0.61;0.0;1014
30/05/2018;15:00;Sunny;21;21;21 NE;27;0.19;0.6;0.0;1014
30/05/2018;18:00;Partlycloudy;16;17;12 NNE;22;0.32;0.78;0.0;1015
30/05/2018;21:00;Clear;15;16;8 NE;14;0.05;0.87;0.0;1015
31/05/2018;0:00;Partlycloudy;15;15;5 NE;8;0.37;0.88;0.0;1014
31/05/2018;3:00;Clear;15;15;6 NE;9;0.22;0.88;0.0;1014
31/05/2018;6:00;Partlycloudy;18;19;10 NNE;11;0.25;0.74;0.0;1014
31/05/2018;9:00;Sunny;21;22;13 NNE;15;0.01;0.6;0.0;1014
31/05/2018;12:00;Sunny;22;25;15 NNE;17;0.03;0.55;0.0;1013
31/05/2018;15:00;Sunny;21;21;19 NNE;24;0.05;0.56;0.0;1014
31/05/2018;18:00;Clear;16;17;8 NNE;16;0.18;0.73;0.0;1013
31/05/2018;21:00;Partlycloudy;16;16;5 NE;9;0.47;0.77;0.0;1014
01/06/2018;0:00;Partlycloudy;15;16;3 NE;6;0.43;0.81;0.0;1013
01/06/2018;3:00;Partlycloudy;14;15;4 ENE;8;0.27;0.83;0.0;1014
01/06/2018;6:00;Partlycloudy;19;19;6 ENE;7;0.3;0.67;0.0;1014
01/06/2018;9:00;Sunny;22;25;13 NE;15;0.16;0.55;0.0;1015
01/06/2018;12:00;Sunny;24;25;17 NE;21;0.08;0.46;0.0;1014
01/06/2018;15:00;Sunny;23;25;18 NE;26;0.03;0.47;0.0;1014
01/06/2018;18:00;Clear;18;18;10 NE;20;0.05;0.64;0.0;1015
01/06/2018;21:00;Clear;16;17;8 E;16;0.05;0.69;0.0;1016
02/06/2018;0:00;Clear;15;17;2 NE;4;0.06;0.69;0.0;1016
02/06/2018;3:00;Clear;15;17;4 ENE;8;0.06;0.73;0.0;1016
02/06/2018;6:00;Sunny;20;21;10 NE;11;0.02;0.62;0.0;1017
02/06/2018;9:00;Sunny;22;25;15 NE;17;0;0.58;0.0;1016
02/06/2018;12:00;Sunny;23;25;19 NNE;22;0.11;0.59;0.0;1016
02/06/2018;15:00;Sunny;21;21;21 NE;26;0.21;0.64;0.0;1016
02/06/2018;18:00;Clear;16;16;12 NE;22;0.16;0.82;0.0;1016
02/06/2018;21:00;Clear;14;14;12 ENE;21;0.07;0.86;0.0;1016
03/06/2018;0:00;Clear;13;15;6 ENE;10;0.04;0.86;0.0;1016
03/06/2018;3:00;Clear;13;14;6 ENE;9;0.04;0.86;0.0;1015
03/06/2018;6:00;Sunny;17;18;6 ENE;7;0.09;0.67;0.0;1015
03/06/2018;9:00;Sunny;21;22;9 NNE;10;0.08;0.51;0.0;1015
03/06/2018;12:00;Sunny;23;25;5 NNW;6;0.04;0.49;0.0;1013
03/06/2018;15:00;Sunny;22;25;10 N;12;0;0.52;0.0;1013
03/06/2018;18:00;Clear;17;19;6 NE;10;0;0.71;0.0;1012
03/06/2018;21:00;Clear;15;18;5 ESE;7;0;0.8;0.0;1013
04/06/2018;0:00;Clear;14;18;5 SSE;7;0;0.8;0.0;1012
04/06/2018;3:00;Clear;14;18;5 SSE;7;0.01;0.74;0.0;1011
04/06/2018;6:00;Sunny;20;21;5 WSW;6;0.05;0.54;0.0;1011
04/06/2018;9:00;Sunny;23;25;6 WNW;7;0.09;0.45;0.0;1011
04/06/2018;12:00;Sunny;25;26;5 WNW;5;0.08;0.47;0.0;1009
04/06/2018;15:00;Sunny;24;26;5 NW;5;0.07;0.53;0.0;1009
04/06/2018;18:00;Clear;20;21;1 NE;2;0.08;0.67;0.0;1008
04/06/2018;21:00;Clear;19;19;5 S;10;0.11;0.69;0.0;1009
05/06/2018;0:00;Clear;18;19;5 SSE;11;0.16;0.7;0.0;1008
05/06/2018;3:00;Patchyrainpossible;17;18;6 S;14;0.21;0.72;0.7;1008
05/06/2018;6:00;Sunny;21;22;8 WSW;10;0.23;0.62;0.0;1009
05/06/2018;9:00;Patchyrainpossible;24;26;10 W;13;0.19;0.57;0.6;1008
05/06/2018;12:00;Sunny;26;27;8 WNW;9;0.12;0.53;0.0;1008
05/06/2018;15:00;Sunny;25;27;7 WNW;8;0.1;0.55;0.0;1008
05/06/2018;18:00;Clear;21;21;3 ESE;6;0.16;0.7;0.0;1009
05/06/2018;21:00;Patchylightrainwiththunder;19;20;5 S;11;0.18;0.76;2.4;1011
06/06/2018;0:00;Clear;18;19;6 S;12;0.13;0.77;0.0;1011
06/06/2018;3:00;Patchyrainpossible;18;19;8 SSE;16;0.13;0.78;1.4;1012
06/06/2018;6:00;Sunny;23;25;8 SSW;10;0.11;0.64;0.0;1013
06/06/2018;9:00;Sunny;26;27;8 WSW;9;0.18;0.51;0.0;1014
06/06/2018;12:00;Sunny;27;29;6 WNW;7;0.12;0.48;0.0;1014
06/06/2018;15:00;Sunny;27;29;4 NNW;5;0.11;0.51;0.0;1015
06/06/2018;18:00;Thunderyoutbreakspossible;22;25;5 ENE;10;0.31;0.67;0.0;1015
06/06/2018;21:00;Thunderyoutbreakspossible;21;22;5 ESE;11;0.45;0.72;0.1;1017
07/06/2018;0:00;Clear;20;20;8 SE;17;0.25;0.74;0.0;1017
07/06/2018;3:00;Clear;19;20;6 SE;12;0.2;0.75;0.0;1017
07/06/2018;6:00;Sunny;24;26;5 ESE;6;0.13;0.6;0.0;1017
07/06/2018;9:00;Sunny;28;29;5 NE;6;0.15;0.49;0.0;1018
07/06/2018;12:00;Sunny;29;29;9 NNW;10;0.2;0.45;0.0;1017
07/06/2018;15:00;Sunny;27;27;15 NNE;21;0.2;0.55;0.0;1017
07/06/2018;18:00;Clear;21;22;10 ENE;19;0.18;0.73;0.0;1018
07/06/2018;21:00;Clear;20;20;8 ENE;15;0.12;0.79;0.3;1018
08/06/2018;0:00;Clear;19;20;5 ENE;10;0.11;0.85;0.0;1018
08/06/2018;3:00;Clear;18;20;5 E;8;0.07;0.85;0.0;1019
08/06/2018;6:00;Sunny;23;26;5 NE;6;0.07;0.69;0.0;1019
08/06/2018;9:00;Sunny;26;27;9 NNE;10;0.05;0.55;0.0;1019
08/06/2018;12:00;Sunny;27;29;9 NNE;11;0.05;0.52;0.0;1018
08/06/2018;15:00;Sunny;26;27;14 NE;19;0.03;0.59;0.0;1017
08/06/2018;18:00;Clear;21;22;11 ENE;20;0.02;0.77;0.0;1017
08/06/2018;21:00;Clear;19;21;9 E;15;0;0.84;0.0;1016
09/06/2018;0:00;Clear;19;22;6 ESE;8;0;0.86;0.0;1015
09/06/2018;3:00;Clear;18;22;6 ESE;8;0;0.84;0.0;1015
09/06/2018;6:00;Sunny;24;27;6 ESE;7;0.05;0.65;0.0;1013
09/06/2018;9:00;Sunny;28;32;7 ENE;8;0.02;0.49;0.0;1012
09/06/2018;12:00;Sunny;30;31;5 NNE;6;0.14;0.43;0.0;1010
09/06/2018;15:00;Sunny;29;30;12 NNE;15;0.13;0.5;0.0;1009
09/06/2018;18:00;Clear;22;25;11 ENE;22;0.04;0.69;0.0;1008
09/06/2018;21:00;Clear;21;22;10 E;22;0.07;0.72;0.0;1008
10/06/2018;0:00;Clear;20;21;6 E;13;0.1;0.76;0.0;1007
10/06/2018;3:00;Clear;19;21;4 E;7;0.07;0.8;0.1;1006
10/06/2018;6:00;Sunny;24;27;3 NE;3;0.04;0.66;0.0;1006
10/06/2018;9:00;Sunny;27;28;11 NNE;13;0.04;0.57;0.0;1006
10/06/2018;12:00;Sunny;27;28;19 NNE;22;0.04;0.53;0.0;1005
10/06/2018;15:00;Sunny;24;25;22 NE;29;0.07;0.62;0.0;1006
10/06/2018;18:00;Clear;19;19;13 NE;21;0.07;0.84;0.0;1006
10/06/2018;21:00;Patchyrainpossible;18;18;13 NE;21;0.08;0.87;1.2;1007
11/06/2018;0:00;Clear;18;18;9 NE;14;0.24;0.9;0.0;1008
11/06/2018;3:00;Partlycloudy;18;18;13 NE;20;0.37;0.91;0.0;1008
11/06/2018;6:00;Partlycloudy;20;21;15 NE;18;0.28;0.75;0.0;1008
11/06/2018;9:00;Sunny;24;25;21 NE;24;0.14;0.59;0.0;1009
11/06/2018;12:00;Sunny;25;26;26 NE;30;0.03;0.54;0.0;1008
11/06/2018;15:00;Sunny;23;25;25 NE;33;0;0.56;0.0;1009
11/06/2018;18:00;Clear;19;19;16 NE;29;0;0.75;0.0;1009
11/06/2018;21:00;Clear;17;18;13 NE;22;0;0.82;0.0;1010
12/06/2018;0:00;Clear;16;19;8 E;9;0;0.84;0.0;1010
12/06/2018;3:00;Clear;16;18;9 ENE;12;0;0.85;0.0;1009
12/06/2018;6:00;Sunny;21;23;10 NE;11;0;0.63;0.0;1010
12/06/2018;9:00;Sunny;24;25;15 NE;17;0;0.46;0.0;1010
12/06/2018;12:00;Sunny;25;26;19 NE;22;0;0.41;0.0;1009
12/06/2018;15:00;Sunny;24;25;18 NE;23;0;0.49;0.0;1009
12/06/2018;18:00;Clear;18;19;12 ENE;21;0;0.72;0.0;1008
12/06/2018;21:00;Clear;16;17;10 ENE;20;0.03;0.8;0.0;1008
13/06/2018;0:00;Clear;15;18;6 E;9;0.02;0.82;0.0;1007
13/06/2018;3:00;Clear;15;17;7 ESE;13;0.03;0.79;0.0;1007
13/06/2018;6:00;Sunny;21;23;6 E;7;0.03;0.6;0.0;1006
13/06/2018;9:00;Sunny;25;26;9 NE;10;0.04;0.44;0.0;1006
13/06/2018;12:00;Sunny;27;28;12 NNE;14;0.02;0.39;0.0;1004
13/06/2018;15:00;Sunny;25;26;15 NE;20;0;0.48;0.0;1004
13/06/2018;18:00;Clear;20;21;10 ENE;19;0;0.67;0.0;1004
13/06/2018;21:00;Clear;18;20;8 E;15;0.02;0.75;0.0;1004
14/06/2018;0:00;Clear;17;19;5 ENE;8;0.05;0.81;0.0;1004
14/06/2018;3:00;Clear;17;19;3 E;4;0.05;0.82;0.0;1004
14/06/2018;6:00;Sunny;22;26;2 NW;2;0.03;0.66;0.0;1005
14/06/2018;9:00;Sunny;26;30;7 NNW;8;0.02;0.56;0.0;1004
14/06/2018;12:00;Sunny;28;31;9 NW;10;0;0.49;0.0;1004
14/06/2018;15:00;Sunny;27;29;10 NNW;12;0.01;0.53;0.0;1004
14/06/2018;18:00;Clear;21;22;8 NE;14;0.06;0.73;0.0;1005
14/06/2018;21:00;Clear;20;22;4 SE;8;0.06;0.78;0.0;1006
15/06/2018;0:00;Clear;20;22;2 W;4;0.06;0.76;0.0;1006
15/06/2018;3:00;Clear;19;22;2 SE;3;0.03;0.79;0.0;1006
15/06/2018;6:00;Sunny;24;27;5 ESE;6;0.05;0.61;0.0;1006
15/06/2018;9:00;Sunny;29;31;2 NNE;2;0.09;0.45;0.0;1006
15/06/2018;12:00;Sunny;31;31;9 WNW;10;0.19;0.38;0.0;1006
15/06/2018;15:00;Thunderyoutbreakspossible;29;30;4 N;5;0.3;0.45;0.0;1006
15/06/2018;18:00;Thunderyoutbreakspossible;24;25;10 ENE;21;0.25;0.62;0.0;1007
15/06/2018;21:00;Clear;22;22;9 ESE;18;0.22;0.67;0.0;1008
16/06/2018;0:00;Thunderyoutbreakspossible;21;21;11 SSE;20;0.5;0.62;0.0;1008
16/06/2018;3:00;Lightrainshower;20;21;5 SSE;10;0.5;0.68;0.3;1008
16/06/2018;6:00;Sunny;24;26;3 ESE;3;0.13;0.59;0.0;1007
16/06/2018;9:00;Sunny;27;28;9 NE;10;0.17;0.48;0.0;1007
16/06/2018;12:00;Thunderyoutbreakspossible;28;29;10 NE;12;0.26;0.45;0.0;1006
16/06/2018;15:00;Sunny;23;25;20 E;33;0.17;0.66;0.0;1006
16/06/2018;18:00;Clear;21;21;13 ESE;25;0.19;0.71;0.0;1007
16/06/2018;21:00;Clear;20;20;8 SE;15;0.24;0.74;0.0;1008
17/06/2018;0:00;Partlycloudy;18;19;4 S;6;0.31;0.79;0.0;1007
17/06/2018;3:00;Partlycloudy;19;20;4 SSW;7;0.36;0.78;0.0;1008
17/06/2018;6:00;Partlycloudy;20;21;8 SW;9;0.34;0.73;0.0;1009
17/06/2018;9:00;Partlycloudy;24;26;6 WSW;7;0.31;0.6;0.0;1009
17/06/2018;12:00;Partlycloudy;24;26;9 N;11;0.28;0.61;0.0;1009
17/06/2018;15:00;Sunny;24;26;9 NNW;10;0.11;0.61;0.0;1009
17/06/2018;18:00;Clear;20;21;6 NNW;10;0.11;0.8;0.0;1009
17/06/2018;21:00;Clear;19;19;2 NNE;3;0.18;0.88;0.0;1010
18/06/2018;0:00;Clear;18;19;3 WSW;5;0.16;0.89;0.0;1009
18/06/2018;3:00;Partlycloudy;17;18;4 SW;6;0.34;0.9;0.0;1009
18/06/2018;6:00;Cloudy;21;22;8 WNW;9;0.67;0.78;0.0;1009
18/06/2018;9:00;Patchyrainpossible;24;26;9 NW;10;0.24;0.65;0.3;1009
18/06/2018;12:00;Sunny;24;26;12 NW;14;0.14;0.64;0.0;1009
18/06/2018;15:00;Sunny;24;26;12 NNW;14;0.11;0.65;0.0;1009
18/06/2018;18:00;Clear;20;21;8 N;13;0.19;0.8;0.0;1009
18/06/2018;21:00;Partlycloudy;19;20;5 NNE;9;0.27;0.87;0.0;1010
19/06/2018;0:00;Clear;18;19;3 NNW;4;0.21;0.89;0.0;1010
19/06/2018;3:00;Patchyrainpossible;18;19;2 NW;3;0.37;0.9;0.3;1011
19/06/2018;6:00;Partlycloudy;22;25;5 NNE;6;0.54;0.73;0.0;1011
19/06/2018;9:00;Partlycloudy;24;26;14 NNE;16;0.36;0.68;0.0;1011
19/06/2018;12:00;Partlycloudy;25;26;20 NNE;23;0.32;0.62;0.0;1011
19/06/2018;15:00;Sunny;24;26;21 NNE;25;0.1;0.65;0.0;1012
19/06/2018;18:00;Clear;20;21;14 NE;23;0.13;0.83;0.0;1012
19/06/2018;21:00;Clear;19;20;11 NE;18;0.16;0.88;0.0;1014
20/06/2018;0:00;Clear;18;19;3 NE;4;0.16;0.91;0.0;1014
20/06/2018;3:00;Clear;18;19;4 ENE;6;0.14;0.91;0.0;1014
20/06/2018;6:00;Partlycloudy;22;25;8 ENE;9;0.49;0.73;0.0;1015
20/06/2018;9:00;Sunny;24;26;13 NE;15;0.21;0.65;0.0;1015
20/06/2018;12:00;Sunny;26;27;18 NNE;21;0.15;0.59;0.0;1015
20/06/2018;15:00;Sunny;25;26;20 NE;25;0.09;0.61;0.0;1015
20/06/2018;18:00;Clear;21;21;12 NE;20;0.11;0.8;0.0;1015
20/06/2018;21:00;Clear;20;20;11 ENE;19;0.1;0.87;0.0;1016
21/06/2018;0:00;Clear;19;20;6 E;10;0.22;0.89;0.0;1015
21/06/2018;3:00;Clear;19;19;7 ENE;11;0.22;0.89;0.0;1015
21/06/2018;6:00;Sunny;23;25;8 ENE;9;0.21;0.7;0.0;1015
21/06/2018;9:00;Partlycloudy;26;27;14 NE;16;0.29;0.5;0.0;1014
21/06/2018;12:00;Partlycloudy;26;27;4 NE;4;0.5;0.52;0.0;1014
21/06/2018;15:00;Partlycloudy;25;27;2 ENE;2;0.47;0.56;0.0;1013
21/06/2018;18:00;Partlycloudy;22;22;5 ENE;10;0.46;0.68;0.0;1013
21/06/2018;21:00;Partlycloudy;20;21;4 ESE;7;0.3;0.74;0.0;1013
22/06/2018;0:00;Clear;19;20;5 SSW;9;0.22;0.75;0.0;1013
22/06/2018;3:00;Clear;19;20;5 SSW;10;0.23;0.77;0.0;1012
22/06/2018;6:00;Partlycloudy;23;25;8 WSW;9;0.26;0.63;0.0;1012
