Date;Hour;Weather;Temp °c;Feels Like °c;Wind km/h;Gust km/h;Cloud %;Humidity %;Precip mm;Pressure mb
22/06/2018;9:00;Sunny;26;27;8 WNW;10;0.18;0.53;0.0;1012
22/06/2018;12:00;Sunny;27;28;8 WNW;9;0.12;0.51;0.0;1011
22/06/2018;15:00;Sunny;26;28;8 WNW;9;0.08;0.52;0.0;1011
22/06/2018;18:00;Clear;22;23;3 SW;6;0.12;0.68;0.0;1010
22/06/2018;21:00;Clear;21;21;7 SSW;14;0.09;0.7;0.0;1011
23/06/2018;0:00;Clear;19;21;7 S;12;0.05;0.78;0.0;1011
23/06/2018;3:00;Clear;19;20;9 SSW;17;0.08;0.79;0.0;1012
23/06/2018;6:00;Sunny;24;26;9 W;10;0.19;0.65;0.0;1012
23/06/2018;9:00;Patchyrainpossible;25;26;14 NNW;16;0.24;0.62;0.2;1012
23/06/2018;12:00;Partlycloudy;24;26;20 NNE;23;0.26;0.65;0.0;1012
23/06/2018;15:00;Lightrainshower;21;21;22 NNE;29;0.51;0.73;0.9;1014
23/06/2018;18:00;Overcast;19;19;12 NNE;16;0.88;0.8;0.0;1015
23/06/2018;21:00;Cloudy;18;18;11 NE;17;0.85;0.87;0.0;1016
24/06/2018;0:00;Overcast;18;18;12 NE;15;1;0.85;0.0;1016
24/06/2018;3:00;Overcast;18;18;13 NE;18;1;0.85;0.0;1016
24/06/2018;6:00;Overcast;19;19;16 NE;19;0.92;0.82;0.0;1016
24/06/2018;9:00;Cloudy;21;21;20 ENE;23;0.78;0.72;0.0;1015
24/06/2018;12:00;Partlycloudy;23;25;19 NE;22;0.37;0.64;0.0;1015
24/06/2018;15:00;Partlycloudy;22;25;23 NE;26;0.27;0.66;0.0;1015
24/06/2018;18:00;Clear;18;19;18 NE;28;0.2;0.77;0.0;1015
24/06/2018;21:00;Clear;17;18;15 ENE;25;0.2;0.81;0.0;1015
25/06/2018;0:00;Partlycloudy;17;17;13 ENE;21;0.26;0.83;0.0;1015
25/06/2018;3:00;Partlycloudy;17;17;14 ENE;23;0.59;0.84;0.0;1015
25/06/2018;6:00;Cloudy;19;19;19 ENE;22;0.74;0.75;0.0;1015
25/06/2018;9:00;Partlycloudy;22;22;20 NE;23;0.57;0.69;0.0;1014
25/06/2018;12:00;Partlycloudy;23;25;17 NE;20;0.33;0.63;0.0;1014
25/06/2018;15:00;Partlycloudy;23;25;22 NE;26;0.32;0.68;0.0;1013
25/06/2018;18:00;Partlycloudy;19;19;15 NE;25;0.32;0.82;0.0;1013
25/06/2018;21:00;Partlycloudy;18;18;14 ENE;23;0.28;0.88;0.0;1013
26/06/2018;0:00;Partlycloudy;18;18;10 ENE;16;0.34;0.9;0.0;1012
26/06/2018;3:00;Partlycloudy;17;18;13 E;21;0.44;0.91;0.0;1011
26/06/2018;6:00;Partlycloudy;22;22;12 ENE;13;0.27;0.75;0.0;1010
26/06/2018;9:00;Patchyrainpossible;26;27;14 ENE;16;0.16;0.61;0.2;1009
26/06/2018;12:00;Sunny;27;29;18 NNE;21;0.19;0.61;0.0;1008
26/06/2018;15:00;Thunderyoutbreakspossible;25;27;17 NE;22;0.27;0.7;0.0;1008
26/06/2018;18:00;Thunderyoutbreakspossible;21;21;7 NE;13;0.27;0.86;0.0;1009
26/06/2018;21:00;Clear;20;21;5 ENE;9;0.08;0.9;0.0;1010
27/06/2018;0:00;Clear;19;21;3 SE;5;0.06;0.87;0.0;1008
27/06/2018;3:00;Clear;19;20;6 SE;11;0.11;0.82;0.0;1008
27/06/2018;6:00;Partlycloudy;22;25;5 WSW;6;0.51;0.73;0.0;1008
27/06/2018;9:00;Sunny;26;28;6 NNE;7;0.23;0.58;0.0;1008
27/06/2018;12:00;Partlycloudy;26;27;14 NE;21;0.46;0.56;0.0;1006
27/06/2018;15:00;Partlycloudy;27;28;14 NNE;17;0.28;0.58;0.0;1005
27/06/2018;18:00;Clear;22;22;10 NNE;18;0.2;0.84;0.0;1005
27/06/2018;21:00;Patchylightrainwiththunder;21;21;6 WNW;9;0.3;0.9;0.3;1006
28/06/2018;0:00;Clear;19;20;6 SSW;9;0.13;0.9;0.0;1005
28/06/2018;3:00;Clear;19;21;5 SSE;8;0.03;0.86;0.0;1005
28/06/2018;6:00;Sunny;24;27;5 E;5;0.04;0.66;0.0;1005
28/06/2018;9:00;Sunny;28;30;3 N;3;0.15;0.5;0.0;1005
28/06/2018;12:00;Partlycloudy;25;26;10 WNW;13;0.44;0.59;0.0;1005
28/06/2018;15:00;Patchyrainpossible;26;27;7 W;9;0.46;0.56;0.5;1005
28/06/2018;18:00;Clear;21;22;4 WSW;8;0.18;0.75;0.0;1006
28/06/2018;21:00;Clear;20;20;4 SSW;8;0.22;0.76;0.1;1007
29/06/2018;0:00;Clear;19;20;5 SSW;8;0.15;0.78;0.0;1006
29/06/2018;3:00;Clear;18;19;6 S;11;0.17;0.79;0.0;1006
29/06/2018;6:00;Partlycloudy;22;25;12 SW;14;0.32;0.64;0.0;1005
29/06/2018;9:00;Lightrainshower;24;26;18 WSW;25;0.62;0.57;1.4;1005
29/06/2018;12:00;Partlycloudy;25;26;16 WSW;20;0.49;0.57;0.0;1005
29/06/2018;15:00;Lightrainshower;24;26;14 W;17;0.52;0.62;0.4;1005
29/06/2018;18:00;Clear;20;21;9 WSW;16;0.23;0.79;0.0;1005
29/06/2018;21:00;Patchyrainpossible;19;20;8 SW;14;0.16;0.83;0.9;1006
30/06/2018;0:00;Clear;19;19;6 SSW;11;0.23;0.83;0.0;1005
30/06/2018;3:00;Clear;18;19;9 SSW;16;0.2;0.81;0.0;1005
30/06/2018;6:00;Sunny;22;25;14 SSW;17;0.14;0.61;0.0;1004
30/06/2018;9:00;Sunny;26;26;18 WSW;21;0.19;0.49;0.0;1004
30/06/2018;12:00;Partlycloudy;26;27;17 W;20;0.29;0.5;0.0;1004
30/06/2018;15:00;Partlycloudy;26;27;17 W;21;0.34;0.56;0.1;1005
30/06/2018;18:00;Partlycloudy;21;22;9 WSW;17;0.29;0.76;0.0;1006
30/06/2018;21:00;Patchyrainpossible;20;21;9 SW;17;0.27;0.8;0.3;1008
01/07/2018;0:00;Partlycloudy;20;20;8 SW;14;0.29;0.82;0.0;1009
01/07/2018;3:00;Clear;19;20;6 SW;11;0.17;0.83;0.1;1011
01/07/2018;6:00;Partlycloudy;23;25;8 W;9;0.36;0.7;0.0;1012
01/07/2018;9:00;Patchyrainpossible;25;27;11 NW;15;0.19;0.65;1.3;1013
01/07/2018;12:00;Sunny;26;28;10 NNW;11;0.06;0.58;0.0;1013
01/07/2018;15:00;Sunny;26;28;12 NNE;13;0.04;0.6;0.0;1014
01/07/2018;18:00;Clear;21;22;10 ENE;17;0.02;0.82;0.0;1015
01/07/2018;21:00;Clear;20;22;8 E;11;0;0.89;0.0;1016
02/07/2018;0:00;Clear;19;22;8 ESE;9;0;0.9;0.0;1016
02/07/2018;3:00;Clear;18;21;9 ESE;13;0;0.87;0.0;1016
02/07/2018;6:00;Sunny;24;26;9 ESE;10;0.04;0.59;0.0;1016
02/07/2018;9:00;Sunny;27;28;10 ENE;11;0.04;0.41;0.0;1017
02/07/2018;12:00;Sunny;28;30;6 N;7;0.04;0.41;0.0;1016
02/07/2018;15:00;Sunny;27;27;17 NE;22;0.03;0.49;0.0;1016
02/07/2018;18:00;Clear;22;23;12 ENE;21;0.01;0.67;0.0;1016
02/07/2018;21:00;Clear;20;21;10 E;19;0;0.71;0.0;1017
03/07/2018;0:00;Clear;19;22;8 ESE;13;0;0.72;0.0;1016
03/07/2018;3:00;Clear;19;21;8 ESE;16;0.02;0.67;0.0;1016
03/07/2018;6:00;Sunny;24;27;8 ESE;9;0.04;0.5;0.0;1016
03/07/2018;9:00;Sunny;29;30;10 ENE;12;0.03;0.37;0.0;1015
03/07/2018;12:00;Sunny;30;32;5 NE;6;0.07;0.36;0.0;1014
03/07/2018;15:00;Sunny;30;30;13 NNE;16;0.06;0.42;0.0;1014
03/07/2018;18:00;Clear;24;26;11 ENE;22;0.04;0.56;0.0;1015
03/07/2018;21:00;Clear;22;25;10 ESE;20;0.04;0.55;0.0;1016
04/07/2018;0:00;Clear;21;23;8 ESE;14;0.04;0.57;0.0;1015
04/07/2018;3:00;Clear;20;22;7 ESE;14;0.03;0.59;0.0;1015
04/07/2018;6:00;Sunny;25;27;10 E;12;0.04;0.5;0.0;1015
04/07/2018;9:00;Sunny;29;29;14 ENE;16;0.04;0.43;0.0;1014
04/07/2018;12:00;Sunny;30;31;10 NE;12;0.07;0.43;0.0;1013
04/07/2018;15:00;Sunny;28;29;18 NE;24;0.04;0.47;0.0;1013
04/07/2018;18:00;Clear;23;25;13 ENE;24;0.04;0.62;0.0;1013
04/07/2018;21:00;Clear;21;22;11 ESE;21;0.04;0.66;0.0;1014
05/07/2018;0:00;Clear;20;22;9 ESE;16;0.06;0.68;0.0;1013
05/07/2018;3:00;Clear;20;21;8 ESE;15;0.09;0.67;0.0;1013
05/07/2018;6:00;Sunny;25;26;10 ENE;12;0.11;0.51;0.0;1012
05/07/2018;9:00;Sunny;28;28;14 ENE;16;0.11;0.41;0.0;1012
05/07/2018;12:00;Sunny;29;30;9 NNE;10;0.1;0.41;0.0;1011
05/07/2018;15:00;Sunny;28;28;17 NE;21;0.1;0.46;0.0;1011
05/07/2018;18:00;Clear;22;25;12 ENE;23;0.1;0.61;0.0;1011
05/07/2018;21:00;Clear;21;21;8 E;17;0.14;0.62;0.0;1012
06/07/2018;0:00;Clear;20;21;3 E;6;0.13;0.65;0.0;1011
06/07/2018;3:00;Clear;19;20;2 E;4;0.14;0.67;0.0;1012
06/07/2018;6:00;Sunny;24;26;4 N;5;0.13;0.55;0.0;1012
06/07/2018;9:00;Sunny;26;28;8 N;10;0.08;0.5;0.0;1012
06/07/2018;12:00;Sunny;28;29;10 N;11;0.12;0.47;0.0;1011
06/07/2018;15:00;Sunny;27;28;13 NNE;15;0.08;0.52;0.0;1011
06/07/2018;18:00;Clear;22;25;8 NE;13;0.04;0.67;0.0;1011
06/07/2018;21:00;Clear;20;22;8 E;13;0.02;0.72;0.0;1012
07/07/2018;0:00;Clear;19;24;4 ESE;5;0.01;0.72;0.0;1011
07/07/2018;3:00;Clear;19;22;5 E;6;0.01;0.73;0.0;1011
07/07/2018;6:00;Sunny;23;26;9 ENE;11;0.03;0.57;0.0;1011
07/07/2018;9:00;Sunny;27;27;13 NE;15;0.03;0.47;0.0;1010
07/07/2018;12:00;Sunny;28;29;14 NNE;16;0.04;0.47;0.0;1009
07/07/2018;15:00;Sunny;27;28;20 NE;24;0.02;0.54;0.0;1009
07/07/2018;18:00;Clear;22;23;12 NE;19;0;0.76;0.0;1009
07/07/2018;21:00;Clear;20;21;12 ENE;19;0;0.84;0.0;1010
08/07/2018;0:00;Clear;19;22;9 ENE;11;0.02;0.86;0.0;1009
08/07/2018;3:00;Clear;19;20;8 ENE;13;0.05;0.87;0.0;1009
08/07/2018;6:00;Partlycloudy;23;25;10 NE;11;0.51;0.71;0.0;1009
08/07/2018;9:00;Sunny;26;28;13 NNE;15;0.23;0.59;0.0;1009
08/07/2018;12:00;Sunny;28;29;14 NNE;16;0.2;0.55;0.0;1008
08/07/2018;15:00;Sunny;27;28;17 NNE;19;0.09;0.59;0.0;1009
08/07/2018;18:00;Clear;22;25;10 NE;16;0.04;0.79;0.0;1009
08/07/2018;21:00;Clear;21;22;8 ENE;12;0.03;0.86;0.0;1010
09/07/2018;0:00;Clear;20;21;6 ENE;9;0.11;0.89;0.0;1009
09/07/2018;3:00;Clear;19;20;5 ENE;9;0.15;0.9;0.0;1009
09/07/2018;6:00;Partlycloudy;23;26;6 NE;7;0.3;0.73;0.0;1009
09/07/2018;9:00;Sunny;27;29;9 N;10;0.06;0.57;0.0;1010
09/07/2018;12:00;Sunny;28;30;11 NNW;12;0.11;0.52;0.0;1009
09/07/2018;15:00;Sunny;27;28;15 NNE;19;0.12;0.57;0.0;1010
09/07/2018;18:00;Clear;23;25;10 NE;16;0.08;0.75;0.0;1010
09/07/2018;21:00;Clear;21;22;9 ENE;14;0.08;0.83;0.0;1011
10/07/2018;0:00;Clear;21;22;6 E;8;0.07;0.87;0.0;1011
10/07/2018;3:00;Clear;20;22;5 E;8;0.06;0.88;0.0;1011
10/07/2018;6:00;Sunny;25;28;5 NE;6;0.07;0.69;0.0;1011
10/07/2018;9:00;Sunny;28;30;9 N;10;0.07;0.56;0.0;1010
10/07/2018;12:00;Sunny;29;31;13 NNW;15;0.16;0.53;0.0;1010
10/07/2018;15:00;Patchyrainpossible;27;29;14 NNE;20;0.11;0.62;1.2;1010
10/07/2018;18:00;Clear;23;26;8 NNE;14;0.06;0.78;0.0;1011
10/07/2018;21:00;Clear;22;23;6 NE;11;0.06;0.85;0.0;1012
11/07/2018;0:00;Clear;21;22;6 E;9;0.06;0.86;0.0;1012
11/07/2018;3:00;Clear;20;22;6 ENE;8;0.04;0.87;0.0;1012
11/07/2018;6:00;Sunny;24;27;9 NE;10;0.03;0.69;0.0;1012
11/07/2018;9:00;Sunny;28;29;14 NNE;16;0.03;0.55;0.0;1012
11/07/2018;12:00;Sunny;29;30;19 NNE;22;0.05;0.53;0.0;1011
11/07/2018;15:00;Sunny;27;28;24 NNE;27;0.06;0.6;0.0;1011
11/07/2018;18:00;Clear;23;25;12 NE;20;0.06;0.78;0.0;1012
11/07/2018;21:00;Clear;21;22;10 NE;16;0.14;0.86;0.0;1013
12/07/2018;0:00;Clear;20;21;6 ENE;9;0.21;0.89;0.0;1013
12/07/2018;3:00;Clear;20;21;6 NE;11;0.25;0.9;0.0;1013
12/07/2018;6:00;Cloudy;24;26;12 NE;14;0.63;0.72;0.0;1013
12/07/2018;9:00;Partlycloudy;27;28;15 NE;18;0.28;0.6;0.0;1013
12/07/2018;12:00;Sunny;28;29;17 NNE;20;0.22;0.55;0.0;1012
12/07/2018;15:00;Sunny;27;28;19 NNE;22;0.08;0.56;0.0;1013
12/07/2018;18:00;Clear;23;25;12 NE;19;0.04;0.75;0.0;1013
12/07/2018;21:00;Clear;21;22;9 ENE;15;0.04;0.84;0.0;1014
13/07/2018;0:00;Clear;20;22;6 E;8;0.05;0.87;0.0;1013
13/07/2018;3:00;Clear;20;21;6 ENE;9;0.06;0.87;0.0;1013
13/07/2018;6:00;Partlycloudy;24;26;9 NE;10;0.29;0.7;0.0;1013
13/07/2018;9:00;Sunny;27;29;12 NNE;14;0.04;0.53;0.0;1012
13/07/2018;12:00;Sunny;29;30;17 N;19;0.09;0.47;0.0;1011
13/07/2018;15:00;Sunny;28;28;21 NNE;26;0.04;0.5;0.0;1011
13/07/2018;18:00;Clear;23;26;9 NE;14;0;0.72;0.0;1011
13/07/2018;21:00;Clear;21;23;5 ENE;9;0.03;0.81;0.0;1012
14/07/2018;0:00;Clear;21;23;1 NNW;1;0.05;0.85;0.0;1012
14/07/2018;3:00;Clear;20;22;1 N;2;0.04;0.85;0.0;1012
14/07/2018;6:00;Sunny;25;27;7 N;8;0.1;0.68;0.0;1011
14/07/2018;9:00;Sunny;28;29;14 N;16;0.15;0.53;0.0;1011
14/07/2018;12:00;Sunny;28;29;13 N;15;0.22;0.53;0.0;1011
14/07/2018;15:00;Patchyrainpossible;27;28;21 NNE;27;0.25;0.56;0.9;1011
14/07/2018;18:00;Clear;23;25;10 NE;18;0.11;0.72;0.0;1011
14/07/2018;21:00;Clear;21;22;6 NE;11;0.07;0.79;0.0;1012
15/07/2018;0:00;Clear;20;21;4 SSE;6;0.08;0.82;0.0;1012
15/07/2018;3:00;Clear;19;20;2 S;4;0.1;0.82;0.1;1012
15/07/2018;6:00;Sunny;24;27;6 NW;7;0.13;0.61;0.0;1011
15/07/2018;9:00;Sunny;27;28;12 NW;14;0.17;0.49;0.0;1011
15/07/2018;12:00;Sunny;28;28;18 NNW;20;0.19;0.46;0.0;1010
15/07/2018;15:00;Sunny;27;27;18 N;23;0.08;0.48;0.0;1010
15/07/2018;18:00;Clear;22;25;6 NE;11;0.05;0.65;0.0;1011
15/07/2018;21:00;Clear;21;22;5 SSE;10;0.09;0.71;0.0;1012
16/07/2018;0:00;Clear;20;21;5 SSW;9;0.13;0.68;0.0;1011
16/07/2018;3:00;Clear;20;20;6 SSW;12;0.17;0.64;0.0;1011
16/07/2018;6:00;Sunny;24;26;7 WSW;8;0.23;0.55;0.0;1011
16/07/2018;9:00;Sunny;27;28;12 WNW;14;0.17;0.5;0.0;1011
16/07/2018;12:00;Sunny;28;29;13 WNW;15;0.24;0.48;0.0;1010
16/07/2018;15:00;Partlycloudy;27;28;10 NNW;12;0.27;0.51;0.0;1011
16/07/2018;18:00;Clear;23;25;5 NE;9;0.15;0.65;0.0;1011
16/07/2018;21:00;Clear;21;22;6 SSE;13;0.12;0.7;0.0;1012
17/07/2018;0:00;Clear;21;22;7 SSE;14;0.08;0.71;0.0;1011
17/07/2018;3:00;Clear;20;21;9 S;18;0.1;0.68;0.0;1011
17/07/2018;6:00;Sunny;26;27;10 SSW;12;0.09;0.5;0.0;1010
17/07/2018;9:00;Sunny;29;29;10 WSW;12;0.07;0.39;0.0;1009
17/07/2018;12:00;Sunny;30;31;10 W;11;0.12;0.38;0.0;1008
17/07/2018;15:00;Sunny;30;31;6 WNW;7;0.1;0.4;0.0;1007
17/07/2018;18:00;Clear;24;26;3 SSE;5;0.11;0.58;0.0;1006
17/07/2018;21:00;Clear;23;25;9 S;18;0.19;0.63;0.0;1007
18/07/2018;0:00;Partlycloudy;22;23;4 WSW;8;0.25;0.71;0.0;1006
18/07/2018;3:00;Partlycloudy;21;22;4 SSE;7;0.3;0.73;0.0;1006
18/07/2018;6:00;Partlycloudy;25;27;4 N;4;0.31;0.62;0.0;1006
18/07/2018;9:00;Partlycloudy;28;29;9 NNW;10;0.31;0.52;0.0;1005
18/07/2018;12:00;Sunny;28;29;12 WNW;13;0.2;0.52;0.0;1005
18/07/2018;15:00;Sunny;27;28;12 NW;14;0.16;0.53;0.0;1005
18/07/2018;18:00;Clear;22;25;3 SSW;4;0.12;0.71;0.0;1006
18/07/2018;21:00;Patchyrainpossible;21;22;8 SSW;14;0.16;0.75;1.0;1007
19/07/2018;0:00;Clear;20;21;6 SW;12;0.25;0.75;0.0;1006
19/07/2018;3:00;Patchyrainpossible;19;20;9 SW;16;0.21;0.77;1.2;1007
19/07/2018;6:00;Partlycloudy;23;25;15 WSW;17;0.31;0.64;0.0;1006
19/07/2018;9:00;Partlycloudy;26;27;18 W;21;0.25;0.57;0.0;1006
19/07/2018;12:00;Partlycloudy;26;27;18 W;21;0.28;0.53;0.0;1006
19/07/2018;15:00;Partlycloudy;26;27;14 WNW;16;0.25;0.54;0.0;1007
19/07/2018;18:00;Partlycloudy;22;25;4 SSW;8;0.29;0.69;0.0;1007
19/07/2018;21:00;Patchyrainpossible;21;21;8 S;16;0.3;0.71;0.3;1008
20/07/2018;0:00;Partlycloudy;20;21;6 S;12;0.4;0.7;0.0;1008
20/07/2018;3:00;Partlycloudy;20;20;5 SW;9;0.49;0.73;0.0;1008
20/07/2018;6:00;Partlycloudy;24;26;10 WNW;12;0.28;0.67;0.0;1008
20/07/2018;9:00;Partlycloudy;26;27;14 NW;16;0.43;0.63;0.0;1009
20/07/2018;12:00;Partlycloudy;27;28;10 NW;12;0.33;0.62;0.0;1009
20/07/2018;15:00;Sunny;26;28;12 NNW;14;0.07;0.62;0.2;1010
20/07/2018;18:00;Clear;23;26;4 NNE;7;0.05;0.78;0.0;1010
20/07/2018;21:00;Clear;21;23;3 E;5;0.06;0.84;0.0;1011
21/07/2018;0:00;Clear;21;22;3 S;5;0.12;0.86;0.0;1011
21/07/2018;3:00;Clear;20;21;4 S;6;0.14;0.84;0.0;1011
21/07/2018;6:00;Sunny;25;28;1 SW;2;0.15;0.69;0.0;1012
21/07/2018;9:00;Sunny;28;30;7 NNW;8;0.09;0.57;0.0;1011
21/07/2018;12:00;Sunny;29;32;8 NNW;9;0.11;0.56;0.0;1011
21/07/2018;15:00;Sunny;29;31;11 N;12;0.07;0.57;0.0;1011
21/07/2018;18:00;Clear;24;27;5 NE;9;0.09;0.73;0.0;1012
21/07/2018;21:00;Clear;23;26;5 SE;9;0.13;0.79;0.1;1013
22/07/2018;0:00;Clear;22;25;5 SSW;10;0.17;0.83;0.0;1012
22/07/2018;3:00;Clear;22;23;5 SSW;9;0.12;0.81;0.0;1012
22/07/2018;6:00;Sunny;26;29;7 SSW;8;0.08;0.64;0.0;1012
22/07/2018;9:00;Sunny;29;31;10 WNW;12;0.07;0.5;0.1;1011
22/07/2018;12:00;Sunny;29;32;10 NW;11;0.06;0.49;0.0;1010
22/07/2018;15:00;Sunny;29;32;6 NNW;7;0.03;0.5;0.0;1010
22/07/2018;18:00;Clear;25;28;5 E;9;0.02;0.62;0.0;1009
22/07/2018;21:00;Clear;23;26;9 SE;18;0.03;0.65;0.0;1010
23/07/2018;0:00;Clear;22;25;8 SE;15;0.06;0.66;0.0;1008
23/07/2018;3:00;Clear;22;25;8 SSE;16;0.1;0.62;0.0;1007
23/07/2018;6:00;Sunny;27;28;8 SSE;9;0.1;0.49;0.0;1006
23/07/2018;9:00;Sunny;31;33;6 W;7;0.08;0.39;0.0;1005
23/07/2018;12:00;Sunny;32;33;12 NNW;14;0.12;0.38;0.0;1004
23/07/2018;15:00;Sunny;30;33;7 N;8;0.09;0.45;0.0;1003
23/07/2018;18:00;Clear;25;27;6 NE;11;0.17;0.62;0.0;1003
23/07/2018;21:00;Clear;23;26;5 SE;11;0.12;0.69;0.2;1003
24/07/2018;0:00;Clear;22;23;3 ENE;6;0.13;0.75;0.0;1002
24/07/2018;3:00;Patchylightrainwiththunder;21;22;2 ESE;4;0.21;0.79;0.6;1002
24/07/2018;6:00;Sunny;25;27;10 WSW;12;0.23;0.67;0.0;1002
24/07/2018;9:00;Moderateorheavyrainshower;25;27;5 NNW;9;0.48;0.63;5.3;1002
24/07/2018;12:00;Sunny;26;28;13 W;15;0.22;0.57;0.0;1002
24/07/2018;15:00;Sunny;26;28;10 WNW;12;0.09;0.59;0.0;1002
24/07/2018;18:00;Clear;22;25;6 WNW;10;0.09;0.73;0.0;1003
24/07/2018;21:00;Clear;21;22;2 N;3;0.15;0.79;0.0;1003
25/07/2018;0:00;Partlycloudy;20;21;3 SSW;5;0.26;0.8;0.0;1003
25/07/2018;3:00;Clear;20;21;4 WSW;6;0.2;0.83;0.0;1003
25/07/2018;6:00;Sunny;23;25;9 W;10;0.23;0.72;0.0;1004
25/07/2018;9:00;Patchyrainpossible;26;27;11 WNW;14;0.24;0.59;0.8;1005
25/07/2018;12:00;Sunny;27;28;12 WNW;13;0.14;0.56;0.0;1005
25/07/2018;15:00;Sunny;27;28;8 NW;10;0.11;0.57;0.0;1005
25/07/2018;18:00;Clear;23;26;3 NW;4;0.1;0.74;0.0;1006
25/07/2018;21:00;Clear;22;23;4 S;7;0.11;0.78;0.0;1007
26/07/2018;0:00;Clear;21;22;3 SSW;5;0.11;0.79;0.0;1007
26/07/2018;3:00;Clear;20;21;4 SSE;7;0.17;0.78;0.0;1008
26/07/2018;6:00;Sunny;25;27;2 SW;2;0.15;0.65;0.0;1008
26/07/2018;9:00;Sunny;27;29;8 NNW;9;0.1;0.55;0.0;1008
26/07/2018;12:00;Sunny;28;30;10 NNW;11;0.09;0.53;0.0;1008
26/07/2018;15:00;Sunny;28;30;13 N;15;0.08;0.56;0.0;1009
26/07/2018;18:00;Clear;23;26;9 NE;15;0.08;0.77;0.0;1009
26/07/2018;21:00;Clear;22;23;7 E;12;0.1;0.84;0.1;1010
27/07/2018;0:00;Clear;21;22;4 SSE;6;0.12;0.83;0.0;1010
27/07/2018;3:00;Patchyrainpossible;21;22;3 SE;5;0.15;0.82;0.2;1011
27/07/2018;6:00;Partlycloudy;25;28;4 WSW;5;0.25;0.66;0.0;1011
27/07/2018;9:00;Sunny;28;30;8 NNW;9;0.17;0.56;0.0;1010
27/07/2018;12:00;Sunny;29;31;6 NNW;7;0.15;0.52;0.0;1010
27/07/2018;15:00;Sunny;28;30;9 N;11;0.14;0.53;0.0;1010
27/07/2018;18:00;Partlycloudy;24;26;6 NE;10;0.38;0.74;0.0;1011
27/07/2018;21:00;Partlycloudy;23;25;2 E;3;0.46;0.78;0.0;1011
28/07/2018;0:00;Partlycloudy;21;22;4 SW;6;0.44;0.78;0.0;1010
28/07/2018;3:00;Clear;21;22;4 SSW;7;0.21;0.82;0.0;1010
28/07/2018;6:00;Sunny;24;26;8 WSW;9;0.21;0.69;0.0;1010
28/07/2018;9:00;Sunny;27;29;8 NW;9;0.14;0.57;0.0;1009
28/07/2018;12:00;Sunny;28;30;9 NW;10;0.09;0.55;0.0;1009
28/07/2018;15:00;Sunny;28;30;8 NNW;9;0.07;0.55;0.0;1009
28/07/2018;18:00;Clear;23;26;3 NE;5;0.08;0.74;0.0;1009
28/07/2018;21:00;Clear;22;25;5 E;9;0.07;0.79;0.0;1010
29/07/2018;0:00;Clear;21;23;4 SSE;6;0.06;0.82;0.0;1008
29/07/2018;3:00;Clear;21;23;4 SE;5;0.06;0.82;0.0;1009
29/07/2018;6:00;Sunny;25;28;4 NE;5;0.11;0.68;0.0;1008
29/07/2018;9:00;Sunny;28;30;9 NNE;11;0.06;0.55;0.0;1008
29/07/2018;12:00;Sunny;29;31;12 NNW;13;0.07;0.53;0.0;1007
29/07/2018;15:00;Sunny;28;30;14 N;17;0.08;0.57;0.0;1007
29/07/2018;18:00;Clear;24;27;10 NE;15;0.04;0.76;0.0;1008
29/07/2018;21:00;Clear;23;26;7 ENE;11;0.05;0.82;0.0;1009
30/07/2018;0:00;Clear;21;23;4 ESE;5;0.06;0.84;0.0;1009
30/07/2018;3:00;Clear;21;23;5 E;7;0.06;0.84;0.0;1009
30/07/2018;6:00;Sunny;25;27;8 ENE;9;0.06;0.66;0.0;1009
30/07/2018;9:00;Sunny;28;30;11 NE;13;0.04;0.53;0.0;1008
30/07/2018;12:00;Sunny;30;31;18 NNE;20;0.06;0.53;0.0;1008
30/07/2018;15:00;Sunny;28;30;19 NE;22;0.04;0.61;0.0;1008
30/07/2018;18:00;Clear;24;26;14 NE;23;0.05;0.79;0.0;1009
30/07/2018;21:00;Partlycloudy;23;25;11 ENE;18;0.25;0.86;0.0;1010
31/07/2018;0:00;Clear;22;25;7 ENE;10;0.25;0.87;0.0;1010
31/07/2018;3:00;Partlycloudy;22;22;12 ENE;18;0.34;0.89;0.0;1009
31/07/2018;6:00;Partlycloudy;25;27;12 NE;14;0.42;0.74;0.0;1010
31/07/2018;9:00;Sunny;29;30;15 NE;17;0.1;0.59;0.0;1010
31/07/2018;12:00;Thunderyoutbreakspossible;28;31;16 NE;18;0.29;0.62;0.0;1010
31/07/2018;15:00;Patchylightrainwiththunder;26;28;14 ENE;21;0.3;0.77;2.3;1010
31/07/2018;18:00;Partlycloudy;24;26;12 ENE;19;0.35;0.84;0.0;1011
31/07/2018;21:00;Clear;23;25;9 NE;15;0.2;0.89;0.0;1011
01/08/2018;0:00;Partlycloudy;22;25;6 ENE;10;0.29;0.91;0.0;1011
01/08/2018;3:00;Partlycloudy;22;22;6 ENE;9;0.34;0.91;0.0;1011
01/08/2018;6:00;Partlycloudy;25;27;9 NE;11;0.56;0.77;0.0;1012
01/08/2018;9:00;Sunny;28;30;13 NE;15;0.22;0.62;0.0;1012
01/08/2018;12:00;Partlycloudy;30;32;19 NNE;22;0.28;0.57;0.0;1012
01/08/2018;15:00;Sunny;29;31;18 NNE;21;0.04;0.58;0.0;1011
01/08/2018;18:00;Clear;25;27;10 NE;17;0.05;0.78;0.0;1013
01/08/2018;21:00;Clear;23;26;8 ENE;13;0.08;0.86;0.0;1013
